neighborhood,img_name,pixel_count,pixel_proportion
Brookline B,IMG_4475_Edited.PNG,22505,1.11724
Brookline B,IMG_4476_Edited.PNG,12894,0.64011
Brookline C,IMG_4477_Edited.PNG,6572,0.32626
Brookline C,IMG_4478_Edited.PNG,1342,0.06662
Brookline C,IMG_4479_Edited.PNG,2070,0.10276
Brookline C,IMG_4480_Edited.PNG,9614,0.47728
Brookline C,IMG_4481_Edited.PNG,522,0.02591
Brookline C,IMG_4485_Edited.PNG,7976,0.39596
Brookline C,IMG_4486_Edited.PNG,12386,0.61489
Brookline C,IMG_4487_Edited.PNG,20478,1.01662
Brookline C,IMG_4488_Edited.PNG,53141,2.63815
Brookline C,IMG_4489_Edited.PNG,12641,0.62755
Brookline C,IMG_4490_Edited.PNG,6898,0.34245
Brookline C,IMG_4491_Edited.PNG,18494,0.91812
Brookline C,IMG_4492_Edited.PNG,1955,0.09705
Brookline C,IMG_4495_Edited.PNG,8101,0.40217
Brookline C,IMG_4496_Edited.PNG,1717,0.08524
Brookline C,IMG_4497_Edited.PNG,15357,0.76239
Brookline C,IMG_4498_Edited.PNG,1716,0.08519
Brookline C,IMG_4499_Edited.PNG,15848,0.78676
Brookline C,IMG_4500_Edited.PNG,11051,0.54862
Brookline C,IMG_4501_Edited.PNG,3367,0.16715
Brookline C,IMG_4502_Edited.PNG,2068,0.10266
Brookline C,IMG_4503_Edited.PNG,4710,0.23382
Brookline C,IMG_4505_Edited.PNG,377,0.01872
Brookline C,IMG_4506_Edited.PNG,32979,1.63722
Brookline C,IMG_4507_Edited.PNG,13558,0.67308
Brookline C,IMG_4508_Edited.PNG,309,0.01534
Brookline C,IMG_4509_Edited.PNG,1561,0.07749
Brookline C,IMG_4510_Edited.PNG,7672,0.38087
Brookline C,IMG_4511_Edited.PNG,4538,0.22529
Brookline C,IMG_4512_Edited.PNG,1607,0.07978
Brookline C,IMG_4513_Edited.PNG,1011,0.05019
Brookline C,IMG_4514_Edited.PNG,414,0.02055
Brookline C,IMG_4515_Edited.PNG,2013,0.09993
Brookline C,IMG_4517_Edited.PNG,2824,0.1402
Brookline C,IMG_4518_Edited.PNG,2400,0.11915
Brookline C,IMG_4520_Edited.PNG,1936,0.09611
Brookline C,IMG_4521_Edited.PNG,1313,0.06518
Brookline C,IMG_4567_Edited.PNG,6886,0.34185
Brookline C,IMG_4568_Edited.PNG,16722,0.83015
Brookline C,IMG_4569_Edited.PNG,10230,0.50786
